text_id	text	task_1	task_2	task_3
hasoc_en_5518	fat fucks gonna fat fucknnjason would know plenty about that now, wouldnt he?nnpaging doctor freud.... pic.twitter.comdyfm534t4m	HOF	PRFN	UNT
hasoc_en_5519	gandinaaliabuse nthe mp must be kicked out at once.	HOF	HATE	TIN
hasoc_en_5520	you could be dying and all you will hear from doctors is its a virus bitch my baby has a temp of 104 how the fuck is that a virus. all she does is puke, oh wait its because shes teething hahaha ok.	HOF	PRFN	UNT
hasoc_en_5521	indias worst cm is working on his image, writes shivam vij , and explains why he thinks his opponents will let him succeednntheprintopinion	HOF	HATE	TIN
hasoc_en_5522	nnplease do something to defend our freedoms. im blocked again in fb for pisting a joke about president trump waking up realizing hes really a woman trapped in a toxic male body. nnnosenseofhumornnwarforcontolofourmindsnndefend1st	NOT	NONE	NONE
hasoc_en_5523	adult sharing video oral sex articles cat fuck gay video oral sex oral doctor usa video xxx dating uniform fucked daddy real online sex fuck bisexual oral translate india sex video pic.twitter.comhfl62kqcx2	HOF	PRFN	UNT
hasoc_en_5524	who the fuck puts milk on mashed potatoes pic.twitter.comofcq8sjifu	HOF	PRFN	UNT
hasoc_en_5525	aoc is right and you are wrong.nyoure just another shill for trump at this point.nyou should be ashamed of yourselves.	NOT	NONE	NONE
hasoc_en_5526	just inexcusable...an 8 year vet pulling a helmet to helmet tackle on a qb slide douchebag	NOT	NONE	NONE
hasoc_en_5527	shameonicc what a shame at time of heavy rain no special rain soak covers...at one side englishmen behaves like well behave but in contrast they do not have prepared well as all the funding by put them in corruption...at last our much better than this...	NOT	NONE	NONE
hasoc_en_5528	dickhead s r down !	HOF	PRFN	TIN
hasoc_en_5529	thats because is, was, and always will be racist. he should not be where he is today. hes such an idiot. douchebag	HOF	OFFN	TIN
hasoc_en_5530	its so bloody obvious how can anyone not know this stuff? trumpisatraitor	NOT	NONE	NONE
hasoc_en_5531	please people if youre at target do not be a total rude entitled douchebag to the employees. they are not to blame for the craziness. targetdown.	HOF	PRFN	UNT
hasoc_en_5532	from 2017 on if you looked up the word liar in the dictionary it would have a picture of fucktrump and fucksanders holding hands. her name will forever be linked to the word liar just like benedict arnold is linked with traitor. good riddance liar alternativefacts	HOF	OFFN	TIN
hasoc_en_5533	it will be the biggest insult to india if dhoni have to remove dhonikeepstheglove . we are paying the salaries of icc. bcci should have guts to say go to hell to icc. i can assure icc will be having begging bowl. we need to show icc the right place.	HOF	HATE	TIN
hasoc_en_5534	he should still be serving out his murder conviction. murderer gamedthesystem	NOT	NONE	NONE
hasoc_en_5535	biggest traitor in american history! impeachtrump trumpisatraitor imprisontrump	NOT	NONE	NONE
hasoc_en_5536	always had immense respect but now have a sudden admiration for sunil gavaskar today! brace yourself, sir, for the barrage of insults amp trolls. be prepared to have the bhakt army tear your accomplishments apart. you are now officially an antinational. dhonikeepstheglove	NOT	NONE	NONE
hasoc_en_5537	and an empty space in place of vacuous, bumbling, lying, racist boris. clear why trump admires him. borisjohnsonshouldnotbepm	HOF	OFFN	TIN
hasoc_en_5538	id like to think we are better than this, but we elected a racist criminal, so maybe some of us are not. derangeddonald trumpisatraitor trumphatesamerica trumpisracist	NOT	NONE	NONE
hasoc_en_5539	failure because citizens died eh? how many people have died through mass shootings in america under your watch? trump2020 impeachtrumpnow trumpisatraitor potus moron trumpcantcount trumplogic	NOT	NONE	NONE
hasoc_en_5540	baki jo bhi ho but you are from terrorist rapist community	HOF	OFFN	TIN
hasoc_en_5541	congrats. you win the most disgusting video of the year award. murderer	NOT	NONE	NONE
hasoc_en_5542	does bhakts have guts to trend boycottakshaykumar ? opportunist canadian dalla terroristnationpakistan	HOF	OFFN	TIN
hasoc_en_5543	are you feeling closer to impeachment and jail? is that why you are lashing out! impeachdonaldtrump trumpsaninternationaldisgrace trumpsworsethannixon trumpisatraitor trumpbirthday	NOT	NONE	NONE
hasoc_en_5544	after watching whentheseeus i feel so sad! this isnt possible, but it was! fucktrump really! and fuck everyone who is a racist! thats not cool! we are one moonriver frankocean	HOF	PRFN	TIN
hasoc_en_5545	holy. fucking. shit. is an absolute menice to all that is good with our democracy and our nation. the worst part about it is, his koolaid drinking deplorable followers will think this is ok. fucktrump notmypresident epicfailure criminal impeachnow	HOF	OFFN	TIN
hasoc_en_5546	ps. the crisis in my country is you and the corruption and theasshole in the oval office. if is your god, go! if you have any sense of decency resign goptraitors trumpdisaster trumpcrimesyndicate fucktrump fuckyoumitch ditchmitch2020	HOF	PRFN	TIN
hasoc_en_5547	goons showing their private parts to lady doctors n interns and threatening them to be raped till death and attacked with acid and you dont say a word shame on you. no girl will call you didi now as your silence is disgrace as a lady! nrsmch doctorsfightback	NOT	NONE	NONE
hasoc_en_5548	shes humangarbage...just like how this pussypotus...traitortrump is a coward...fucktrump..fuckmaga...fucknaziamerica	HOF	PRFN	TIN
hasoc_en_5549	con is the only thing conservative about this nationalist cult impeachtrumpnow trumpisatraitor	NOT	NONE	NONE
hasoc_en_5550	exclusive the central park fives yusef salaam calls trump the devil and he is! fucktrump	NOT	NONE	NONE
hasoc_en_5551	gross just like her drugger rapist robber	HOF	OFFN	TIN
hasoc_en_5552	of course you would... idiots always back up other idiots... if you had any sense, which clearly is not the case. you would put the people first and call a generalelectionnow so we have the choice!!! borisjohnsonshouldnotbepm conservativesignoretheirownvotersforprofit	HOF	HATE	TIN
hasoc_en_5553	trumpisatraitor in addition to being mentally ill.	HOF	HATE	TIN
hasoc_en_5554	lock up the sexual predator perv molester rapist	HOF	HATE	TIN
hasoc_en_5555	the trump admin are pieces of trash that need to be thrown where they belong. no respect for life amp i have no respect for them. as a grandfather, trump should be showing his grandkids the world not giving asholes like his sons licence to kill every good thing in it. fucktrump	HOF	PRFN	TIN
hasoc_en_5556	patriotism is the last refuge of a scoundrel. samuel johnson as recounted by boswell from an evening spent with johnson in april 1775. boswell opines that johnson wasnt denouncing all patriotism, only false patriotism. trumpisatraitor	NOT	NONE	NONE
hasoc_en_5557	alabama is fuckin sick court forces rape survivor to allow rapist to have visitation with children	HOF	PRFN	UNT
hasoc_en_5558	hey jackoff, youre not trusted now! ihate45 worstpresidentever weaselheadedfucknugget shutyourshithole fucktrump yousuck liarinchief noclass moron ridusofthisdisease unfollowtrump	HOF	HATE	TIN
hasoc_en_5559	im ready for the brad marchand crying memes douchebag	NOT	NONE	NONE
hasoc_en_5560	never trust a liar liarinchief trumpistheenemyofthepeople trumpisanationalsecuritythreat trumpisadisgrace trumpisatraitor illegitimatepresident cheater corruptgop complicitgop putinsgop putinspuppet	HOF	HATE	TIN
hasoc_en_5561	im actually shocked that boris johnson has children i cant comprehend it, someone reproduced with him.. hes a fool a dangerous fool! softplay baffon borisjohnsonshouldnotbepm borisjohnson bigchild fool	HOF	HATE	TIN
hasoc_en_5562	what do you get the man who lies about everything? johnmccainday fucktrump liarinchief traitorinchief impeachtrump resist	HOF	OFFN	TIN
hasoc_en_5563	dude, we all heard what your party leader said. he confirmed, yet again, that he is corrupt. this gaslighting has got to stop. impeachmentinquiry trumpisatraitor gopcomplicit readthemuellerreport crooksmusttestifyinpublic	NOT	NONE	NONE
hasoc_en_5564	fact of the day, did you know that immigrants from central america are americans? even the ones that the trump administration puts in cages and kidnaps their children. they are americans. americanimmigrants trumpisatraitor begonebigots	HOF	HATE	TIN
hasoc_en_5565	stands by , says should focus on cricket full story dhonikeepstheglove dhonikeeptheglove dhonikeepthegloves dhoni worldcup2019	HOF	HATE	TIN
hasoc_en_5566	new polling shows pete buttigieg would beat donald trump in the general election resist resisttrump fucktrump	HOF	PRFN	TIN
hasoc_en_5567	wtf. jis own nephew and kolkata mayors daughter are protesting as doctors. are they outsiders too? is she willingly ignoring blood relations for petty political gains? doctorsfightback doctorstrike	HOF	HATE	TIN
hasoc_en_5568	majority of american millionaires support a wealth tax on american millionaires resist resisttrump fucktrump	HOF	PRFN	TIN
hasoc_en_5569	i yield my time to sexpervert and douchebag.	HOF	PRFN	TIN
hasoc_en_5570	wow... bad enough trump is still alive amp in the white house.. now a cold blooded killer has a page. i have truly seen it all. gonna shut my eyes amp pray the horror show stops. ojsimpson trumpisatraitor	HOF	HATE	TIN
hasoc_en_5571	but du30 will declare war against canada over trash? traitorduterte boycottchina	HOF	HATE	TIN
hasoc_en_5572	that murderer is plain evil,amp ur dept took that minions word with zero proof? ur as deranged as he is, and just as culpable as that killer! ive always backed the blue amp always will! but ill never stand with those who are just as cruelevil as criminals are! furlivesmatter	HOF	HATE	TIN
hasoc_en_5573	it is not a secret, all of the world knows our president is compromised. trumpsaninternationaldisgrace trumpisadisgrace trumplies trumpisatraitor trumpistheenemyofthepeople trumpisanationalsecuritythreat	HOF	HATE	TIN
hasoc_en_5574	whoops, too late! trumpisatraitor happyjohnmccainday johnmccainday	HOF	HATE	TIN
hasoc_en_5575	oj for press secretary! oj has all the key attributes.... natural born liar natural born swindler natural born killer! come down trump... what you waiting for! tuckfrump trumpisatraitor trumptantrum bluewave	HOF	HATE	TIN
hasoc_en_5576	i dont know of too many people who need to unfollowtrump bc they never followed him in the first place, so may i suggest adding blocktrump to the equation? and when he tweets something idiotic use screencap instead of rt...dont give him that satisfaction bc trumpisatraitor	HOF	HATE	TIN
hasoc_en_5577	cause its perfectly normal to carry around international tradeimmigration agreements in ones breast pocket. fucktrump	HOF	PRFN	TIN
hasoc_en_5578	happy john mccain day fucktrump	HOF	PRFN	TIN
hasoc_en_5579	empty podiums make too much noise borisjohnsonshouldnotbepm	HOF	HATE	TIN
hasoc_en_5580	hey, you! get off of my flag! trumpisatraitor	HOF	HATE	TIN
hasoc_en_5581	backstabbing son of a bitch. trumpisatraitor	HOF	HATE	TIN
hasoc_en_5582	my advice to and patriots rt... lets make it happen shameonicc worldcup2019	HOF	HATE	TIN
hasoc_en_5583	inhraham is as stupid and partisan as they come. shes almost as repugnant as you. almost. fucktrump	HOF	PRFN	TIN
hasoc_en_5584	in fairness to jamalkhashoggi, mbs is a duplicitousscumbag and a murderer! by the way saudis have also funded terrorism afghanistan taliban, alqaeda, lashkaretaiba let alnusrafront its all about power amp religion sunni vs shia yemencantwait yemen nomorewars	HOF	HATE	TIN
hasoc_en_5585	way to go!! lets continue supporting their work. im ordering the fucktrump flask today!	HOF	PRFN	TIN
hasoc_en_5586	can see badge but doesnt see the ground was not covered. most developed country in and call as the national sports yet cant do anything for the biggest tournament. learn something from edengarden shameonicc worldcup2019 iccraincup2019 cricketkacrown	HOF	HATE	TIN
hasoc_en_5587	this is what your country will soon look like if you ever let china inin any wayfinancejoint venturesland ownershipinfrastructure or 5gyes they own hk but we got complacent while britain had its 99 year leasethis is no longer the hongkong we knew!boycottchina	HOF	HATE	TIN
hasoc_en_5588	taking sides with the russians again trumpisatraitor	HOF	HATE	TIN
hasoc_en_5589	to protest against who is an egoistic megalomaniac is completely fine. but where the hell was indian medical association when kafeelkhan was witchhunted by yogi adityanath. doctorsfightback	HOF	HATE	TIN
hasoc_en_5590	the worst world cup ever? my article iccworldcup2019 worldcup2019 shameonicc	HOF	HATE	TIN
hasoc_en_5591	shes honored to have admitted to lying for trump? sarah sanders on working at white house honor of a lifetime impeachtrumpnow sarahhuckabeesanders trumpisatraitor via	HOF	HATE	TIN
hasoc_en_5592	.... and 11 more morons than would have watched the nbafinals without up the ass of the celebrate. douchebag whatachump	HOF	HATE	TIN
